PF06677	24.1
PF15336	23
PF02041	21
PF05703	24.8
PF02519	26.3
PF05564	25
PF02309	22.7
PF17198	26.6
PF28377	27
PF03708	32.2
PF01382	24
PF26421	27
PF11599	25.7
PF09794	22
PF22383	27
PF24180	27
PF05394	23.2
PF05655	25
PF11725	24
PF11529	27
PF18661	27
PF18241	27
PF18247	25
PF22347	29.8
PF09143	25
PF11592	27
PF09046	25
PF16847	27
PF05627	20.3
PF31212	25
PF28166	27
PF06536	22.7
PF05512	27
PF17907	23.3
PF05448	21
PF08517	33
PF16646	29.9
PF08833	23
PF10211	26.4
PF27389	27
PF28606	27
PF03591	32.1
PF05437	23.7
PF28150	27
PF16558	23.8
PF09260	24
PF01356	27.6
PF02137	27
PF00962	27
PF08451	21.3
PF18424	26.1
PF26595	25
PF09713	27.8
PF02216	27
PF24604	31
PF04182	22
PF11963	25
PF24750	25
PF04053	57
PF29305	27
PF29357	27
PF29370	27
PF29924	27
PF30039	27
PF29353	33
PF30187	27
PF02246	25
PF02310	32.1
PF02607	23
PF22034	27
PF06522	21.5
PF11473	25
PF09066	22.6
PF17623	27
PF30949	27
PF02362	30.1
PF29067	27
PF19341	27.5
