f_id,current_name,correct_name,pfam_acc,introduced_release
1008.1.1.102,PF29780,CfpA_N,PF29780,v293.1
1008.1.1.62,PF30465,Akirin,PF30465,v293.1
1008.1.1.80,PF26022,CC_Liprin_beta,PF26022,v293.1
1008.1.1.81,PF27002,FAM193A_N,PF27002,v293.1
1009.1.1.1,PF31211,Taz1_DD,PF31211,v293.1
1010.1.1.1,PF31212,AvrRxo1-ORF2,PF31212,v293.1
101.1.10.37,PF26138,DUF8040,PF26138,v293.1
101.1.10.44,PF28924,DUF8481,PF28924,v293.1
101.1.10.50,PF29928,BUR2_N,PF29928,v293.1
101.1.10.51,PF29927,BUR2_C,PF29927,v293.1
101.1.10.56,PF28509,DUF8418,PF28509,v293.1
101.1.10.58,PF30926,MED16_helical,PF30926,v293.1
101.1.10.72,PF29830,YRF11-like_helical,PF29830,v293.1
101.1.10.73,PF30230,YPL039W,PF30230,v293.1
101.11.1.10,PF26576,IBH1_N,PF26576,v293.1
101.1.11.122,PF30224,MazE1,PF30224,v293.1
101.1.11.136,PF30992,CABIN1_C,PF30992,v293.1
101.1.11.147,PF28575,ZEB2_helical,PF28575,v293.1
101.1.11.173,PF25911,AHC1_C,PF25911,v293.1
101.1.11.176,PF27936,PROSER3,PF27936,v293.1
101.1.11.179,PF25977,DZIP1,PF25977,v293.1
101.1.11.189,PF26688,RHH_12,PF26688,v293.1
101.1.11.207,PF26048,RHH_11,PF26048,v294
101.1.11.208,PF26261,DUF8065,PF26261,v294
101.1.11.209,PF26471,DUF8146,PF26471,v294
101.1.11.210,PF27807,DNA_S_mod_dnd_assoc_4,PF27807,v294
10.1.1.114,PF29973,RIPR_C,PF29973,v293.1
101.1.12.12,PF27943,CCDC54,PF27943,v293.1
101.1.1.267,PF26138,DUF8040,PF26138,v293.1
101.1.1.273,PF26094,HTH_TSHZ3,PF26094,v293.1
101.1.1.281,PF25981,HTH_Cic_C,PF25981,v293.1
101.1.1.283,PF28924,DUF8481,PF28924,v293.1
101.1.1.284,PF30445,Tnp_IS2_N,PF30445,v293.1
101.1.1.286,PF27813,CCDC148,PF27813,v293.1
101.1.1.287,PF28388,Vertnin_mid,PF28388,v293.1
101.1.1.291,PF26175,HTH_FAR1,PF26175,v293.1
101.1.1.294,PF31176,LIN14_BEN,PF31176,v293.1
101.1.1.299,PF26285,SASH1_Homeodomain,PF26285,v293.1
101.1.1.303,PF25896,HTH_AT3G52170,PF25896,v293.1
101.1.1.313,PF29968,Tiggrin_M,PF29968,v293.1
101.1.1.317,PF27073,FAM200-ZBED5_RNase-like,PF27073,v293.1
101.1.1.318,PF30335,IbrB_C,PF30335,v293.1
101.1.1.320,PF26805,DUF8553,PF26805,v293.1
101.1.1.323,PF29491,Teflon_middle,PF29491,v293.1
101.1.1.325,PF26093,HTH_TGH,PF26093,v293.1
101.1.1.327,PF30851,DUF8751,PF30851,v293.1
101.1.13.3,PF27070,HTH_Rpn_C,PF27070,v293.1
101.1.1.331,PF27957,Attf-4-like,PF27957,v293.1
101.1.1.335,PF25871,HTH_76,PF25871,v293.1
101.1.1.338,PF28255,CIP1_helical,PF28255,v293.1
101.1.1.340,PF28509,DUF8418,PF28509,v293.1
101.1.1.348,PF30461,Tnp_IS30_N,PF30461,v293.1
101.1.1.350,PF29400,RtcR_C,PF29400,v293.1
101.1.1.374,PF28962,Mu-transpos_M,PF28962,v293.1
101.1.1.377,PF29033,YBL029W_C,PF29033,v293.1
101.1.1.390,PF27054,Beta_methylindole_red_C,PF27054,v293.1
101.1.1.397,PF30176,wHTH_Par,PF30176,v293.1
101.1.1.398,PF31026,LST2_mid,PF31026,v293.1
101.1.1.407,PF31276,DUF8849,PF31276,v293.1
101.1.1.409,PF31246,DUF8843,PF31246,v293.1
101.1.14.4,PF31232,AI3_C,PF31232,v293.1
101.1.1.456,PF30819,CEP152_CC2,PF30819,v293.1
101.1.1.461,PF29687,TnsB_2nd,PF29687,v293.1
101.1.1.462,PF27135,HTH_TnsB,PF27135,v293.1
101.1.1.463,PF31175,DUF8833,PF31175,v293.1
101.1.1.473,PF29860,ZTF17_helical,PF29860,v293.1
101.1.1.474,PF29702,Ty4_N,PF29702,v293.1
101.1.1.477,PF29315,BUD8_BUD9_C,PF29315,v293.1
101.1.1.480,PF29705,GCR2_N,PF29705,v293.1
101.1.1.482,PF29683,T05H10_M,PF29683,v293.1
101.1.1.515,PF30254,PM1205_C,PF30254,v293.1
101.1.1.517,PF27983,CUEDC2_N,PF27983,v293.1
101.1.1.519,PF26748,zf-C2H2_Adnp2,PF26748,v293.1
101.1.1.522,PF26361,MIB_arm,PF26361,v293.1
101.1.1.529,PF30809,SAMD3_helical,PF30809,v293.1
101.1.1.536,PF27122,IniB,PF27122,v293.1
101.1.1.560,PF26270,DUF8073_C,PF26270,v294
101.1.1.561,PF26271,DUF8073_M,PF26271,v294
101.1.1.562,PF28505,DUF1699_N,PF28505,v294
101.1.17.23,PF26803,FF_fungal,PF26803,v293.1
101.1.17.33,PF31246,DUF8843,PF31246,v293.1
101.1.17.35,PF26300,PEPCK_PPi_lobe_2,PF26300,v293.1
101.1.17.44,PF26804,FF_URN1,PF26804,v293.1
101.1.17.45,PF29968,Tiggrin_M,PF29968,v293.1
101.1.21.2,PF29140,RNA_pol_assoc_N,PF29140,v293.1
101.1.21.5,PF30798,DUF499_3rd,PF30798,v294
101.1.2.493,PF26557,Cullin_AB,PF26557,v293.1
101.1.2.494,PF25873,WHD_MalT,PF25873,v293.1
101.1.2.497,PF25874,WHD_plant_repro,PF25874,v293.1
101.1.2.498,PF25870,WHD_UFL1_5th,PF25870,v293.1
101.1.2.500,PF30898,PCL_mid,PF30898,v293.1
101.1.2.502,PF25880,WHD_CHMP7_1st,PF25880,v293.1
101.1.2.503,PF25875,WHD_Rad26_CSB,PF25875,v293.1
101.1.2.508,PF25872,HTH_77,PF25872,v293.1
101.1.2.509,PF25879,WHD_LYAR,PF25879,v293.1
101.1.2.512,PF25877,WHD_SOWAH,PF25877,v293.1
101.1.2.513,PF26145,DUF8041,PF26145,v293.1
101.1.2.516,PF25895,WHD_plant_disease,PF25895,v293.1
101.1.2.526,PF27602,HTH_ENOX1,PF27602,v293.1
101.1.2.528,PF31130,FHA2_C,PF31130,v293.1
101.1.2.535,PF25889,WHD_Fungal_DR,PF25889,v293.1
101.1.2.537,PF28339,HENMT1_C,PF28339,v293.1
101.1.2.545,PF29385,F07F6_C,PF29385,v293.1
101.1.2.548,PF31002,IDM_N,PF31002,v293.1
101.1.2.554,PF30184,DUF8612,PF30184,v293.1
101.1.2.555,PF29388,F07F6_middle,PF29388,v293.1
101.1.2.556,PF26288,WHD_lin-66,PF26288,v293.1
101.1.2.561,PF28826,TpcD-like_N,PF28826,v293.1
101.1.2.564,PF27514,HTH_NLRC5,PF27514,v293.1
101.1.2.569,PF28722,WHD_Sfc3_5th,PF28722,v293.1
101.1.2.574,PF26520,MftB_chaperone,PF26520,v293.1
101.1.2.575,PF25894,WHD_HELB,PF25894,v293.1
101.1.2.582,PF30253,CSN11_C,PF30253,v293.1
101.1.2.583,PF27264,YdhW_C,PF27264,v293.1
101.1.2.605,PF26118,DUF8035,PF26118,v293.1
101.1.2.616,PF27833,EAF5,PF27833,v293.1
101.1.2.623,PF25983,COPS2_C,PF25983,v293.1
101.1.2.628,PF26433,WH_HI_0096,PF26433,v293.1
101.1.2.634,PF27571,PF3D7_0210200_7th,PF27571,v293.1
101.1.2.639,PF28388,Vertnin_mid,PF28388,v293.1
101.1.2.644,PF29603,KpnI_N,PF29603,v293.1
101.1.2.646,PF30354,SIMR_N,PF30354,v293.1
101.1.2.647,PF30179,MboIIR_mid,PF30179,v293.1
101.1.2.649,PF28730,DUF8452,PF28730,v293.1
101.1.2.651,PF29595,IML1_small,PF29595,v293.1
101.1.2.667,PF28720,GUX1-5_N,PF28720,v293.1
101.1.2.668,PF28010,MksB,PF28010,v293.1
101.1.2.672,PF28603,WHD_phage_rep,PF28603,v293.1
101.1.2.674,PF29648,DUF8579,PF29648,v293.1
101.1.2.698,PF27079,HTH_SpdB_C,PF27079,v293.1
101.1.2.728,PF31122,FilR1_N,PF31122,v293.1
101.1.2.743,PF28795,DUF8462,PF28795,v293.1
101.1.2.750,PF27374,AF_2141,PF27374,v293.1
101.1.2.754,PF27167,HTH_GRAD,PF27167,v293.1
101.1.2.760,PF30824,BREX_PglY_2nd,PF30824,v293.1
101.1.2.761,PF26381,BREX_PglY_5th,PF26381,v293.1
101.1.2.762,PF25863,PglZ_C,PF25863,v293.1
101.1.2.767,PF27612,WHD_RepA_N,PF27612,v293.1
101.1.2.774,PF30201,YBR259W_C,PF30201,v293.1
101.1.2.777,PF30263,RE_HgaI_N,PF30263,v293.1
101.1.2.780,PF31199,CUL8_C,PF31199,v293.1
101.1.2.781,PF30129,MCM22_C,PF30129,v293.1
101.1.2.783,PF30336,WHD_YfjI_C,PF30336,v293.1
101.1.2.788,PF29760,y4wI_C,PF29760,v293.1
101.1.2.791,PF28729,WHD_PriA_bact,PF28729,v293.1
101.1.2.803,PF29491,Teflon_middle,PF29491,v293.1
101.1.2.804,PF27113,GbsR_C,PF27113,v293.1
101.1.2.805,PF26350,DUF8090,PF26350,v293.1
101.1.2.808,PF30520,RNase_R_N,PF30520,v293.1
101.1.2.819,PF27231,MJ1567,PF27231,v293.1
101.1.2.829,PF29583,HEN1_C,PF29583,v293.1
101.1.2.838,PF26117,TTC28_C,PF26117,v293.1
101.1.2.840,PF29821,PM1773,PF29821,v293.1
101.1.2.841,PF27221,PM0498,PF27221,v293.1
101.1.2.842,PF28093,STM3845,PF28093,v293.1
101.1.2.851,PF27731,UCP029502,PF27731,v293.1
101.1.2.852,PF27213,VspR_N,PF27213,v293.1
101.1.2.862,PF26090,SH3_HelY,PF26090,v293.1
101.1.2.937,PF25943,DUF7983,PF25943,v294
101.1.2.938,PF25947,WHD_halo_double,PF25947,v294
101.1.2.939,PF26270,DUF8073_C,PF26270,v294
101.1.2.940,PF26383,DUF6079_2nd,PF26383,v294
101.1.2.941,PF26385,DUF6079_4th,PF26385,v294
101.1.2.942,PF26462,WH_Halo_primase,PF26462,v294
101.1.2.943,PF26473,DUF8148,PF26473,v294
101.1.2.944,PF26486,DUF8157,PF26486,v294
101.1.2.945,PF26491,WH_Halo,PF26491,v294
101.1.2.946,PF26555,HTH_78,PF26555,v294
101.1.2.947,PF27234,MJ0013,PF27234,v294
101.1.2.948,PF27297,AF_0843,PF27297,v294
101.1.2.949,PF28863,DUF8471,PF28863,v294
101.1.2.950,PF29171,WHD_3,PF29171,v294
101.1.2.951,PF29259,AF_0408_N,PF29259,v294
101.1.2.952,PF29290,WHD_C_halo,PF29290,v294
101.1.2.953,PF29890,DUF8601,PF29890,v294
101.1.2.954,PF30797,DUF499_2nd,PF30797,v294
101.1.2.955,PF30799,DUF499_4th,PF30799,v294
101.1.3.12,PF26138,DUF8040,PF26138,v293.1
101.1.3.18,PF26175,HTH_FAR1,PF26175,v293.1
101.1.3.24,PF27685,TraJ,PF27685,v293.1
101.1.3.31,PF25896,HTH_AT3G52170,PF25896,v293.1
101.1.4.53,PF29035,DUF8494,PF29035,v293.1
101.1.4.56,PF26649,Ajm-1,PF26649,v293.1
101.1.4.57,PF28617,NCBP2AS2,PF28617,v293.1
101.1.4.61,PF27182,MSMEG_6518_N,PF27182,v293.1
101.1.4.62,PF30988,Y3IP1_CEST_N,PF30988,v293.1
101.1.4.66,PF26138,DUF8040,PF26138,v293.1
101.1.4.67,PF30937,OSB_PDF,PF30937,v293.1
101.1.4.74,PF27520,SP15_N,PF27520,v293.1
101.15.1.12,PF30403,LysM_MltD,PF30403,v293.1
101.1.5.3,PF27581,TOE2_C,PF27581,v293.1
101.1.6.20,PF28388,Vertnin_mid,PF28388,v293.1
101.1.6.23,PF30445,Tnp_IS2_N,PF30445,v293.1
101.1.6.24,PF27073,FAM200-ZBED5_RNase-like,PF27073,v293.1
101.1.6.27,PF26138,DUF8040,PF26138,v293.1
101.1.6.28,PF29327,VERU3_N,PF29327,v293.1
101.1.6.36,PF28509,DUF8418,PF28509,v293.1
10.1.1.73,PF26113,GH16_XgeA,PF26113,v293.1
10.1.1.74,PF30275,GH16_PorA-D,PF30275,v293.1
101.1.8.17,PF26576,IBH1_N,PF26576,v293.1
10.1.1.89,PF26321,ConA_like_dom_Wo,PF26321,v293.1
10.1.1.90,PF29322,ConA_2nd_BAM2,PF29322,v293.1
10.1.1.91,PF29324,ConA_3rd_BAM2,PF29324,v293.1
101.1.9.105,PF30176,wHTH_Par,PF30176,v293.1
101.1.9.107,PF25867,DHD,PF25867,v293.1
101.1.9.111,PF28509,DUF8418,PF28509,v293.1
101.1.9.136,PF29765,HI_1423,PF29765,v293.1
101.1.9.137,PF29494,Y_helicase_M,PF29494,v293.1
101.1.9.144,PF28470,PIK3AP1_C,PF28470,v293.1
10.1.1.92,PF26430,ConA_BAM2,PF26430,v293.1
10.1.1.94,PF25849,PelX_N,PF25849,v293.1
101.1.9.87,PF26118,DUF8035,PF26118,v293.1
101.1.9.94,PF27534,NovG_helical,PF27534,v293.1
10.12.1.107,PF27522,YDMC,PF27522,v293.1
10.12.1.115,PF30437,AppY_N,PF30437,v293.1
10.12.1.116,PF30441,GadX_N,PF30441,v293.1
10.12.1.118,PF30252,HepD_cupin,PF30252,v293.1
10.12.1.122,PF29328,C6orf89_C,PF29328,v293.1
10.12.1.126,PF28724,PchR_N,PF28724,v293.1
10.1.2.201,PF27237,AF_1625_C,PF27237,v294
101.28.1.2,PF27070,HTH_Rpn_C,PF27070,v293.1
101.3.1.4,PF27707,UCP012943,PF27707,v293.1
101.35.1.25,PF26215,HTH_animal,PF26215,v293.1
101.35.1.28,PF26576,IBH1_N,PF26576,v293.1
101.35.1.30,PF29051,DUF8496,PF29051,v293.1
101.35.1.32,PF25874,WHD_plant_repro,PF25874,v293.1
101.35.1.36,PF27234,MJ0013,PF27234,v293.1
101.35.1.38,PF29673,MAL13P1_304_C,PF29673,v293.1
101.35.1.41,PF26555,HTH_78,PF26555,v294
10.14.1.2,PF27111,Rv1352,PF27111,v293.1
101.43.1.3,PF26175,HTH_FAR1,PF26175,v293.1
1015.1.1.13,PF27271,AF_1327,PF27271,v294
10.15.1.3,PF26741,CalpD_C,PF26741,v293.1
1016.1.1.3,PF26434,YAG7_C,PF26434,v293.1
102.1.1.100,PF29713,HHH_RS2-RL21-YNQ2,PF29713,v293.1
102.1.1.106,PF27242,FAM120A,PF27242,v293.1
102.1.1.107,PF30784,SAM_7,PF30784,v293.1
102.1.1.109,PF28886,SAM_MCK1_N,PF28886,v293.1
102.1.1.111,PF31229,ZIP2_C,PF31229,v293.1
102.1.1.112,PF29845,PUB_ORF2p,PF29845,v293.1
102.1.1.114,PF26701,SAM_ARHGAP18_N,PF26701,v293.1
102.1.1.122,PF28629,SHOC1_2HhH,PF28629,v293.1
102.1.1.125,PF29917,SHOC1_HhH_tandem,PF29917,v293.1
102.1.1.132,PF25831,SaeA_1st,PF25831,v293.1
102.1.1.133,PF27750,SAM_AAE17_18,PF27750,v293.1
102.1.1.154,PF31020,MYO9_tail,PF31020,v293.1
102.1.1.155,PF28662,PROH4_C,PF28662,v293.1
102.1.1.159,PF29098,Su_sable_C,PF29098,v293.1
102.1.1.166,PF27218,MJ0043_C,PF27218,v293.1
102.1.1.168,PF26771,GVIN1_N,PF26771,v293.1
102.1.1.172,PF31137,DUF8822,PF31137,v293.1
102.1.1.173,PF27983,CUEDC2_N,PF27983,v293.1
102.1.2.28,PF26091,PWI_CCDC43,PF26091,v293.1
102.1.2.38,PF29425,DUF8548,PF29425,v294
102.1.3.19,PF26180,PAP-OAS1,PF26180,v293.1
102.1.3.28,PF27805,MbnC-like,PF27805,v293.1
102.1.4.4,PF25871,HTH_76,PF25871,v293.1
10.2.1.89,PF28589,GH172_dom,PF28589,v293.1
10.2.1.96,PF28588,GH172_1st,PF28588,v293.1
102.2.1.11,PF27202,Flk_N,PF27202,v293.1
10.30.1.4,PF29999,RIPR_jelly-roll-like,PF29999,v293.1
10.30.1.5,PF29970,RIPR_mid,PF29970,v293.1
10.30.1.8,PF30045,P113_lectin-like,PF30045,v293.1
103.1.1.103,PF29442,DUF8554,PF29442,v293.1
103.1.1.107,PF26286,UBA_10,PF26286,v293.1
103.1.1.108,PF28508,UBA_SDE5,PF28508,v293.1
103.1.1.109,PF28551,UBA_RECQL1,PF28551,v293.1
103.1.1.133,PF31077,UBA_HERC2,PF31077,v293.1
103.1.1.137,PF27428,YicS,PF27428,v293.1
103.1.1.84,PF28540,UBA_UBAP2,PF28540,v293.1
103.1.1.85,PF28528,UBA_Pinta,PF28528,v293.1
103.1.1.86,PF28543,DUF8435,PF28543,v293.1
103.1.1.88,PF27606,UBA_Ucp12,PF27606,v293.1
103.1.1.90,PF31072,CUE_1,PF31072,v293.1
103.1.1.91,PF28552,UBA_OTUD7A_B,PF28552,v293.1
103.1.1.94,PF26112,UBA_RNF216,PF26112,v293.1
103.1.1.95,PF28512,UBA_N4BP2,PF28512,v293.1
103.1.1.96,PF28536,DUF8432,PF28536,v293.1
103.1.1.99,PF28408,RNF216_N,PF28408,v293.1
10.32.1.213,PF25883,F28H7_8_C,PF25883,v293.1
10.32.1.215,PF29167,CBM_BcsB_2nd,PF29167,v293.1
10.32.1.221,PF25900,PAPPA,PF25900,v293.1
10.32.1.225,PF31127,TMEM8_b-sand,PF31127,v293.1
10.32.1.229,PF27640,Meteorin_N,PF27640,v293.1
10.32.1.238,PF29980,RIM13_calpain-like_third,PF29980,v293.1
10.32.1.243,PF29992,RIM13_calpain-like_second,PF29992,v293.1
10.32.1.244,PF29989,RIM13_C,PF29989,v293.1
10.32.1.249,PF29329,Expansin_C_term,PF29329,v293.1
10.32.1.251,PF26716,PIAL1_N,PF26716,v293.1
10.32.1.255,PF28714,ColD_2nd_Ig,PF28714,v293.1
10.32.1.265,PF29487,PF3D7_1205000_C,PF29487,v293.1
10.32.1.269,PF27503,Rv3811_N,PF27503,v293.1
10.32.1.271,PF27237,AF_1625_C,PF27237,v293.1
10.32.1.273,PF29775,YqxG_N,PF29775,v293.1
10.32.1.274,PF27453,XepA,PF27453,v293.1
10.32.1.276,PF27052,Lysyl_endopep_N,PF27052,v293.1
10.32.1.295,PF27111,Rv1352,PF27111,v293.1
103.2.1.3,PF28345,LPA1_N,PF28345,v293.1
10.32.1.305,PF29147,UCC1_C,PF29147,v293.1
10.32.1.306,PF30096,Seipin_yeast,PF30096,v293.1
10.32.1.309,PF26736,DUF8244,PF26736,v293.1
10.32.1.314,PF29164,FD_BcsB_1st,PF29164,v293.1
103.4.1.13,PF28365,REXO3_N,PF28365,v293.1
103.4.1.15,PF28865,REX3_N,PF28865,v293.1
103.4.1.22,PF30394,Phage_rep_O_C,PF30394,v293.1
103.4.1.25,PF27628,KIAA1755_N,PF27628,v293.1
103.4.1.30,PF28863,DUF8471,PF28863,v294
103.4.1.31,PF30410,TrmJ_C,PF30410,v294
1036.1.1.2,PF29994,NMD3_N,PF29994,v294
1041.1.1.1,PF29799,PGL_C,PF29799,v293.1
10.4.1.24,PF26080,CUB_animal,PF26080,v293.1
10.4.1.25,PF26736,DUF8244,PF26736,v293.1
10.4.1.27,PF29839,E02H4_C,PF29839,v293.1
10.4.1.28,PF27640,Meteorin_N,PF27640,v293.1
10.4.1.29,PF29837,E02H4_N,PF29837,v293.1
1047.1.1.1,PF31235,Gp7_FN3,PF31235,v293.1
1049.2.1.3,PF26776,Baseplate_J_N,PF26776,v293.1
105.1.1.100,PF28695,FGSG_10745,PF28695,v293.1
105.1.1.45,PF26576,IBH1_N,PF26576,v293.1
105.1.1.63,PF26287,DUF8078,PF26287,v293.1
105.1.1.92,PF27044,HAUS3_CC,PF27044,v293.1
105.2.1.52,PF30463,Tuftelin_like,PF30463,v293.1
105.2.1.90,PF30882,CCDC146_CC_N,PF30882,v293.1
1058.1.1.1,PF31254,Herpes_Pol_N,PF31254,v293.1
107.1.1.18,PF29414,TorC_3rd,PF29414,v293.1
1075.1.1.27,PF27280,EsaA_helical,PF27280,v293.1
1075.1.1.28,PF30402,Rv1217c_C,PF30402,v293.1
1075.1.1.39,PF31074,Rv2686c-like,PF31074,v293.1
1075.1.1.40,PF30101,YydJ,PF30101,v293.1
1075.1.2.23,PF28681,Bqt3_C,PF28681,v293.1
1075.1.2.44,PF27404,MJ1491,PF27404,v294
1075.4.1.100,PF27758,PRM1,PF27758,v293.1
1076.1.1.11,PF29779,YDL180W,PF29779,v293.1
108.1.1.115,PF30551,CFAP251_C,PF30551,v293.1
108.1.1.120,PF27858,EF_TTLL11,PF27858,v293.1
108.1.1.121,PF30624,EF_SSP120,PF30624,v293.1
108.1.1.146,PF30344,RSA-1_M,PF30344,v293.1
108.1.1.152,PF30398,EF-hand_EFCB5,PF30398,v293.1
108.1.1.164,PF30347,RSA-1_C,PF30347,v293.1
108.1.1.200,PF30342,RSA-1_N,PF30342,v293.1
108.1.1.207,PF30486,Ropporin_C,PF30486,v293.1
1085.1.1.2,PF27767,Arc_Cdc45,PF27767,v294
1088.1.1.1,PF31249,Gp34_C,PF31249,v293.1
109.1.1.35,PF25907,DUF7962,PF25907,v293.1
109.1.1.52,PF26179,RESC10,PF26179,v293.1
109.1.1.55,PF30926,MED16_helical,PF30926,v293.1
109.2.1.106,PF25840,Ulvan_lyase_N,PF25840,v293.1
109.2.1.107,PF26377,Ulvan_lyase_2nd,PF26377,v293.1
109.2.1.110,PF26099,DUF8034,PF26099,v294
109.2.1.75,PF31219,GH149_ins_1,PF31219,v293.1
109.2.1.80,PF30299,MPSS2_N,PF30299,v293.1
109.2.1.84,PF28380,AstC-like_C,PF28380,v293.1
109.2.1.96,PF28103,SCO2524,PF28103,v293.1
109.2.1.99,PF26179,RESC10,PF26179,v293.1
109.24.1.9,PF25999,SYNRG_C,PF25999,v293.1
109.25.1.7,PF26588,GAIN_ADGRA3,PF26588,v293.1
109.27.1.6,PF26017,BACK_BTBD8,PF26017,v293.1
109.27.1.7,PF26013,DUF8004,PF26013,v293.1
109.3.1.171,PF29011,DDB_G0280785_1st_TPR,PF29011,v293.1
109.3.1.183,PF29088,DUF8503,PF29088,v293.1
109.3.1.188,PF28568,SKIP35_N,PF28568,v293.1
109.3.1.189,PF28996,DDB_G0281631_C,PF28996,v293.1
109.3.1.191,PF27566,KpeA,PF27566,v293.1
109.3.1.193,PF27629,UNC13_3rd,PF27629,v293.1
109.3.1.203,PF30610,SCD2_C,PF30610,v293.1
109.3.1.205,PF28612,SKIP35_C,PF28612,v293.1
109.3.1.229,PF27576,FBXO32_helical,PF27576,v293.1
109.3.1.251,PF27745,Epg5_N,PF27745,v293.1
109.3.1.264,PF28160,DUF8374,PF28160,v293.1
109.3.1.267,PF30158,EMARD_C,PF30158,v293.1
109.3.1.310,PF30305,MPSS1_N,PF30305,v293.1
109.3.1.311,PF26635,DUF8208,PF26635,v293.1
109.3.1.315,PF27826,Git1_TPR-like_3rd,PF27826,v293.1
109.3.1.327,PF30806,HEAT_UBR5_1st,PF30806,v293.1
109.3.1.333,PF30984,CCDC162_N,PF30984,v293.1
109.3.1.377,PF26994,DUF8320,PF26994,v293.1
109.3.1.393,PF29588,C06E1-9_M,PF29588,v293.1
109.3.1.447,PF30167,DUF8607,PF30167,v293.1
109.3.1.460,PF28421,DOLK,PF28421,v293.1
109.3.1.463,PF29508,UGO_N,PF29508,v293.1
109.3.1.490,PF26790,DUF8262,PF26790,v294
109.35.1.18,PF29300,APC1_5th,PF29300,v293.1
109.4.1.1284,PF29978,ATP18_TPR,PF29978,v293.1
109.4.1.1289,PF30856,ARM_UBR_1_2_3,PF30856,v293.1
109.4.1.1302,PF30363,IFT70_C,PF30363,v293.1
109.4.1.1312,PF30475,IFT56,PF30475,v293.1
109.4.1.1328,PF26034,PHAT_SMAUG,PF26034,v293.1
109.4.1.1344,PF28737,VPS18_solenoid_2nd,PF28737,v293.1
109.4.1.1349,PF29011,DDB_G0280785_1st_TPR,PF29011,v293.1
109.4.1.1367,PF26723,HEAT_UNC79_C,PF26723,v293.1
109.4.1.1379,PF30880,PRTT-like_M,PF30880,v293.1
109.4.1.1390,PF31234,TPR_Psidin_N,PF31234,v293.1
109.4.1.1393,PF26715,HEAT_GCN1_2,PF26715,v293.1
109.4.1.1405,PF26524,ARM_7,PF26524,v293.1
109.4.1.1411,PF30303,TRAPPC10-Trs130_NTS,PF30303,v293.1
109.4.1.1413,PF28415,SIL1_FES1_HPBP1_C,PF28415,v293.1
109.4.1.1419,PF27567,RALGAPA1_N,PF27567,v293.1
109.4.1.1447,PF29708,RME-8_4th,PF29708,v293.1
109.4.1.1449,PF27576,FBXO32_helical,PF27576,v293.1
109.4.1.1450,PF29050,WAR1_C,PF29050,v293.1
109.4.1.1455,PF27814,MED33_TPR-like_2nd,PF27814,v293.1
109.4.1.1457,PF27772,Atp22,PF27772,v293.1
109.4.1.1463,PF28490,XPO4,PF28490,v293.1
109.4.1.1475,PF27629,UNC13_3rd,PF27629,v293.1
109.4.1.1494,PF26700,IPGAL1_C,PF26700,v293.1
109.4.1.1495,PF26522,ARM_6,PF26522,v293.1
109.4.1.1504,PF26103,TPR_Epg5,PF26103,v293.1
109.4.1.1507,PF27002,FAM193A_N,PF27002,v293.1
109.4.1.1547,PF29709,CLEC16A_helical,PF29709,v293.1
109.4.1.1549,PF29986,CadC_C,PF29986,v293.1
109.4.1.1552,PF28736,VPS18_solenoid_1st,PF28736,v293.1
109.4.1.1553,PF28151,TPR_STT4,PF28151,v293.1
109.4.1.1573,PF29376,PRP6_TPR,PF29376,v293.1
109.4.1.1574,PF29088,DUF8503,PF29088,v293.1
109.4.1.1578,PF30504,Epg5_M_TPR,PF30504,v293.1
109.4.1.1581,PF29127,SUCH1_C,PF29127,v293.1
109.4.1.1583,PF30993,CABIN1_N,PF30993,v293.1
109.4.1.1606,PF30484,ETO1_C,PF30484,v293.1
109.4.1.1607,PF26702,TPR_NOC4,PF26702,v293.1
109.4.1.1611,PF30992,CABIN1_C,PF30992,v293.1
109.4.1.1615,PF30357,RELCH_N,PF30357,v293.1
109.4.1.1617,PF28174,SAAL1_C,PF28174,v293.1
109.4.1.1621,PF27751,ATEG07667_C,PF27751,v293.1
109.4.1.1634,PF29896,PPFR1_M,PF29896,v293.1
109.4.1.1635,PF26779,HEAT_NCAPD3_2,PF26779,v293.1
109.4.1.1647,PF28330,FANCG_N,PF28330,v293.1
109.4.1.1656,PF27769,MED33_C,PF27769,v293.1
109.4.1.1660,PF27570,TOF-1-like_helical,PF27570,v293.1
109.4.1.1665,PF30377,VPS35L_C,PF30377,v293.1
109.4.1.1667,PF30965,TSAUCER_N,PF30965,v293.1
109.4.1.1668,PF27696,EXO84_helical,PF27696,v293.1
109.4.1.1670,PF30847,DUF8749,PF30847,v293.1
109.4.1.1674,PF30746,TMCO6,PF30746,v293.1
109.4.1.1680,PF26290,DUF8079,PF26290,v293.1
109.4.1.1693,PF29955,KAP122_middle,PF29955,v293.1
109.4.1.1696,PF29070,MSC6_N,PF29070,v293.1
109.4.1.1705,PF26106,TPR_Epg5_C,PF26106,v293.1
109.4.1.1711,PF29567,APC5_TPR,PF29567,v293.1
109.4.1.1714,PF30892,ZSWIM_N,PF30892,v293.1
109.4.1.1718,PF26716,PIAL1_N,PF26716,v293.1
109.4.1.1736,PF30261,TPR_PRD1_N,PF30261,v293.1
109.4.1.1740,PF30991,MPS1,PF30991,v293.1
109.4.1.1743,PF26752,MIP2_C,PF26752,v293.1
109.4.1.1746,PF30924,GIGANTEA_N,PF30924,v293.1
109.4.1.1752,PF26777,NCAPD3_N,PF26777,v293.1
